"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"H2BC11",227.378072198143,1.25134779535108,0.245750621330685,5.09194153233597,3.54415405419031e-07,7.8517537521849e-05
"CYP24A1",316.185968824331,-1.34277090041571,0.268583046431931,-4.9994626178165,5.74903165434828e-07,0.000125310344801391
"COX6B2",170.365204274535,-1.94482148474028,0.389869924799182,-4.98838551278874,6.08859763323118e-07,0.000130605251453153
"PPP1R15A",3586.69608735709,-0.96738844447193,0.194694781275302,-4.96874357974713,6.73881120428938e-07,0.000142294210335573
"IL10RA",53.8139979469043,-2.63197753239562,0.531085667142583,-4.95584365241211,7.20171109290662e-07,0.000149729113399292
"AARS1",4090.47858298399,-0.628591126476016,0.127169621367143,-4.9429346389359,7.69552896374104e-07,0.000157571785478782
"SERPINE1",17404.2018166252,-1.45987206696064,0.296528727850965,-4.9232061849143,8.51376660413614e-07,0.000171723943116859
"JUN",2274.87286321544,-0.97525304076646,0.198655434169648,-4.90926938315521,9.14163323775327e-07,0.000181676517022055
"ALPP",522.986326312076,-1.17686494152856,0.24048369806251,-4.89374103529736,9.89370083174297e-07,0.000193773149333586
"CDH11",746.620603380351,-2.21824100340927,0.453805415148838,-4.88808843914245,1.01819791124792e-06,0.000196570379608635
"F3",427.915198225511,-0.948651485605202,0.194818334101544,-4.86941585852357,1.11928630782042e-06,0.000210531406447067
"ARRDC3",1865.27731041726,-0.993831229729654,0.20412355714502,-4.8687728336205,1.12293404817545e-06,0.000210531406447067
"MYADM",3986.6716563648,-0.90389534498148,0.185747115740951,-4.86626853599212,1.13724971663726e-06,0.000210531406447067
"EEPD1",1071.93798494831,0.813097727088874,0.167347975181157,4.85872461981499,1.18144322234128e-06,0.000215757077117838
"SCD",36833.7198694987,-1.05413633969518,0.2172380279175,-4.85244848611636,1.21946465469377e-06,0.000219731271247088
"NES",3047.8470240367,0.666859169755733,0.138205917046852,4.82511301979687,1.39923898207119e-06,0.000248806784259344
"UAP1L1",2738.21837861992,-0.566520635794872,0.117619812654282,-4.81654087870413,1.46068251554281e-06,0.000256359266429163
